customer_id,total_purchases,avg_order_value,days_since_last_purchase,total_spend,purchase_frequency_monthly,num_categories_bought,num_returns,true_segment
711,42,309.76,24,6901.08,4.7,8,1,Champions
1040,26,237.0,50,2813.82,1.69,5,0,Loyal
3990,4,41.9,231,453.1,0.23,1,0,Lost
3360,17,93.81,196,1256.87,0.62,4,2,At Risk
47,59,398.63,27,13902.58,4.85,7,0,Champions
1562,29,243.84,66,2438.99,2.1,4,1,Loyal
4800,5,27.82,294,342.22,0.27,2,1,Lost
3643,15,128.43,184,790.71,1.38,4,3,At Risk
3727,12,117.97,195,1956.6,0.76,3,1,At Risk
4983,3,53.49,343,89.54,0.29,1,0,Lost
1113,16,226.75,36,4388.62,2.46,6,2,Loyal
2514,19,58.9,138,903.81,0.88,4,3,At Risk
3609,15,120.75,140,1071.59,0.69,3,1,At Risk
1224,32,107.19,30,1829.84,3.19,5,1,Loyal
4061,7,56.01,210,274.96,0.49,1,0,Lost
3024,5,140.33,198,566.78,1.25,3,1,At Risk
2422,32,106.71,89,3470.83,2.77,6,1,Loyal
1509,22,212.86,52,3555.13,2.05,6,1,Loyal
1751,29,261.76,34,2566.23,2.03,4,0,Loyal
4838,3,45.63,339,243.91,0.3,1,0,Lost
4097,5,20.35,310,112.27,0.4,1,0,Lost
1800,18,101.8,34,2563.07,3.2,4,2,Loyal
339,54,346.85,9,14559.19,4.87,7,1,Champions
216,59,488.31,18,14317.54,3.66,6,1,Champions
3664,19,81.31,188,738.05,0.78,2,1,At Risk
1342,28,230.37,85,4854.91,1.98,3,2,Loyal
12,52,456.09,4,14150.9,3.28,6,0,Champions
1521,17,215.96,78,2461.77,2.99,6,2,Loyal
3641,16,71.72,105,1373.59,1.02,3,1,At Risk
3938,2,55.79,286,100.03,0.3,1,1,Lost
4428,4,20.62,208,375.02,0.41,2,0,Lost
3005,7,90.01,99,599.53,0.84,2,2,At Risk
2865,10,83.24,103,746.6,1.42,3,2,At Risk
3116,16,98.82,185,1520.37,0.66,2,3,At Risk
4841,5,45.54,218,53.96,0.34,2,0,Lost
2323,17,162.51,42,4288.48,3.18,6,1,Loyal
2572,11,134.17,108,1718.53,1.28,3,1,At Risk
2914,8,106.27,196,1792.11,0.72,4,2,At Risk
102,59,380.77,11,7602.87,3.92,6,0,Champions
3550,9,133.44,141,1745.69,1.08,4,1,At Risk
1459,24,188.38,29,2317.4,3.3,4,1,Loyal
172,30,376.39,10,12738.8,3.61,9,1,Champions
108,43,335.93,4,9603.58,5.82,6,0,Champions
4197,4,34.51,279,60.23,0.45,1,1,Lost
3570,12,74.48,119,1178.28,0.68,3,3,At Risk
4992,1,41.7,324,111.85,0.18,2,1,Lost
4296,4,50.0,313,417.84,0.14,2,1,Lost
4064,4,21.69,281,134.98,0.14,2,1,Lost
3862,1,46.81,335,274.79,0.31,2,1,Lost
4123,4,54.14,317,82.08,0.19,1,0,Lost
4630,1,58.79,273,372.5,0.37,2,1,Lost
61,36,351.7,10,13282.49,4.36,9,0,Champions
1241,23,225.46,39,1804.02,1.86,3,2,Loyal
4638,1,29.51,282,590.77,0.4,2,1,Lost
1041,16,241.55,78,2345.55,2.82,3,2,Loyal
4188,3,20.07,271,572.38,0.36,1,0,Lost
2761,13,89.94,105,682.43,1.42,4,3,At Risk
2121,21,225.2,43,1707.68,2.35,6,2,Loyal
1525,21,257.68,50,4185.13,2.75,3,1,Loyal
3522,17,106.36,94,1897.4,0.52,4,1,At Risk
154,36,397.1,6,10828.07,4.62,8,0,Champions
2249,23,185.5,59,2050.46,2.63,5,1,Loyal
482,53,574.65,17,9051.03,3.94,6,1,Champions
4234,3,42.19,253,348.91,0.34,2,0,Lost
4306,1,68.06,358,470.33,0.31,2,0,Lost
3579,13,53.22,197,715.51,0.87,3,3,At Risk
4126,7,59.84,245,348.57,0.35,2,0,Lost
3563,13,73.7,104,1167.35,1.17,3,2,At Risk
3316,19,143.23,172,579.43,0.82,4,3,At Risk
1763,23,103.6,52,4935.53,3.12,6,1,Loyal
3539,14,137.62,163,867.69,1.29,3,2,At Risk
4804,7,41.41,332,510.84,0.48,2,1,Lost
751,54,405.19,15,8717.24,5.05,9,0,Champions
3620,15,108.91,189,1925.16,1.4,3,1,At Risk
1786,30,167.56,39,3049.98,2.8,3,0,Loyal
4271,7,49.25,331,132.0,0.37,1,0,Lost
3384,13,111.37,183,608.88,1.25,3,2,At Risk
4349,7,73.89,345,252.15,0.35,2,1,Lost
406,43,495.43,17,10112.75,4.98,8,1,Champions
758,41,540.18,17,12875.49,5.91,8,1,Champions
2712,18,146.55,131,1119.08,1.08,4,1,At Risk
2671,5,52.5,146,1666.84,0.5,3,3,At Risk
3984,1,35.55,277,190.7,0.39,1,0,Lost
98,55,332.15,29,13712.04,4.07,6,0,Champions
1334,18,234.57,82,4931.45,2.51,5,2,Loyal
4452,7,27.01,305,306.5,0.28,2,1,Lost
2792,6,131.88,136,1563.03,1.25,2,2,At Risk
2855,15,84.51,192,1692.02,0.57,4,1,At Risk
187,44,522.34,19,11006.51,5.46,7,0,Champions
4004,4,78.47,355,71.61,0.25,2,1,Lost
2724,9,100.12,175,1271.26,0.7,4,1,At Risk
3584,7,69.78,190,1707.61,1.17,4,1,At Risk
2059,18,292.11,45,3625.3,2.62,6,2,Loyal
1320,29,189.27,79,3261.42,2.01,3,1,Loyal
149,39,467.03,6,6853.3,5.88,7,0,Champions
29,57,476.98,21,11152.98,3.04,9,1,Champions
4141,3,37.37,294,98.91,0.19,1,1,Lost
4010,4,63.26,275,488.78,0.46,2,1,Lost
3364,15,148.87,177,1635.55,1.24,4,2,At Risk
693,32,422.8,8,13436.5,3.98,7,1,Champions
2867,5,121.56,127,1614.48,0.9,3,2,At Risk
3777,4,54.36,221,585.97,0.49,2,0,Lost
1387,33,286.53,24,3748.86,2.4,6,1,Loyal
1846,24,253.13,23,3686.09,1.85,3,2,Loyal
4731,7,56.82,247,588.49,0.16,2,1,Lost
130,42,373.79,17,13727.54,5.16,9,0,Champions
1600,15,105.96,63,2434.75,3.26,6,0,Loyal
3630,15,86.17,114,1998.08,0.7,3,2,At Risk
4504,1,48.77,255,204.84,0.23,1,1,Lost
702,59,590.46,13,12117.23,3.64,7,1,Champions
3983,4,45.57,271,236.18,0.15,1,0,Lost
3029,17,139.44,156,1701.82,0.62,2,1,At Risk
2970,9,73.63,97,859.18,0.9,3,3,At Risk
4357,2,24.83,248,356.76,0.35,2,0,Lost
1709,34,173.8,65,4224.97,2.92,6,2,Loyal
2954,5,65.86,105,1080.78,0.66,2,3,At Risk
455,35,508.41,22,11136.04,4.03,7,0,Champions
2869,7,133.58,169,1062.56,1.1,2,3,At Risk
2041,16,146.51,88,3268.29,1.89,6,0,Loyal
1773,19,193.55,79,1779.08,2.1,4,2,Loyal
2316,22,262.09,76,3622.84,2.36,4,2,Loyal
610,41,539.23,11,12739.91,5.8,7,0,Champions
168,37,319.01,15,10174.46,5.08,8,1,Champions
731,46,443.98,13,8570.29,4.43,6,1,Champions
4249,1,52.83,329,335.36,0.35,1,0,Lost
3359,14,81.14,175,976.25,1.26,4,3,At Risk
2075,17,115.2,24,4041.64,3.49,5,0,Loyal
4040,2,79.51,337,594.27,0.48,1,0,Lost
3701,14,145.93,133,1927.29,1.11,4,1,At Risk
1623,19,225.77,25,3546.02,2.45,5,0,Loyal
588,30,496.57,22,8677.86,3.52,9,1,Champions
1402,18,250.47,55,4551.29,2.21,3,1,Loyal
3046,18,127.07,143,1240.98,1.0,2,2,At Risk
3225,7,51.24,162,1422.9,1.4,3,3,At Risk
1701,18,201.74,47,4189.57,1.94,3,0,Loyal
3089,10,78.95,189,1049.78,1.06,4,3,At Risk
4391,4,43.12,330,286.61,0.36,1,0,Lost
2982,16,143.31,151,876.65,0.51,3,2,At Risk
41,39,577.98,10,9274.9,5.52,9,0,Champions
1380,18,211.94,46,4394.16,1.84,6,1,Loyal
2090,17,238.81,77,2245.71,3.39,4,1,Loyal
2176,28,158.14,24,4912.74,2.22,4,1,Loyal
3218,9,110.36,157,889.57,1.43,4,3,At Risk
2886,11,54.23,195,1816.37,0.96,4,3,At Risk
75,44,539.82,22,13414.48,4.51,9,0,Champions
3910,2,29.15,316,545.08,0.32,1,1,Lost
4965,5,65.94,266,270.68,0.14,1,1,Lost
2658,19,95.73,101,1881.82,0.87,3,1,At Risk
3181,15,57.99,192,1547.92,0.9,4,1,At Risk
2077,29,135.22,33,1954.17,1.82,5,2,Loyal
442,58,448.91,1,11768.21,3.84,7,1,Champions
4052,6,22.63,223,455.62,0.15,1,0,Lost
2052,21,137.68,44,2490.32,3.01,3,0,Loyal
2542,9,137.93,173,781.81,1.0,2,1,At Risk
3307,12,92.75,176,671.99,0.98,2,2,At Risk
1302,27,282.52,85,4037.83,2.28,3,2,Loyal
1782,18,156.75,88,4748.37,2.03,4,1,Loyal
4815,2,29.27,298,385.43,0.24,1,0,Lost
3431,9,110.91,171,1380.51,0.95,2,2,At Risk
1305,20,187.53,68,2605.28,3.35,3,2,Loyal
237,56,419.19,11,14550.61,5.26,9,0,Champions
2600,7,145.42,149,1427.53,1.19,2,3,At Risk
521,41,420.58,14,5626.9,5.91,7,0,Champions
2574,5,83.02,192,1573.22,0.59,4,3,At Risk
3281,9,90.16,185,1156.74,0.72,3,1,At Risk
3187,8,98.6,115,1002.73,1.24,2,1,At Risk
2769,16,118.35,131,821.06,0.92,2,1,At Risk
736,34,533.96,4,8216.7,3.63,8,1,Champions
4704,4,46.8,238,216.59,0.28,2,1,Lost
4930,5,61.55,277,107.02,0.43,1,1,Lost
2107,17,278.97,59,3544.94,1.89,6,1,Loyal
2680,15,69.93,131,1156.66,1.44,3,1,At Risk
3230,6,125.73,184,897.52,1.44,2,3,At Risk
2762,5,133.55,92,1659.98,1.45,4,2,At Risk
593,31,377.93,29,13354.8,3.38,9,0,Champions
1304,30,200.36,26,2090.46,1.82,5,1,Loyal
1388,17,178.91,89,2462.95,2.34,5,1,Loyal
4696,1,64.17,215,315.27,0.41,1,0,Lost
4527,3,67.8,303,267.31,0.16,2,1,Lost
3948,4,67.27,291,425.92,0.21,2,0,Lost
1891,19,263.57,83,3379.23,2.17,3,2,Loyal
2988,9,54.32,149,1236.4,0.74,4,2,At Risk
4925,5,73.33,222,184.06,0.15,1,1,Lost
3298,19,73.14,128,709.67,0.76,4,3,At Risk
905,45,328.17,18,8965.54,3.15,7,1,Champions
4610,1,24.23,326,250.42,0.45,2,0,Lost
1280,34,276.28,54,2028.21,3.46,3,0,Loyal
934,46,470.1,21,11854.44,5.02,8,1,Champions
4900,3,53.24,300,63.33,0.25,2,0,Lost
2309,34,221.67,89,3245.56,2.89,6,2,Loyal
1556,21,178.06,21,2070.21,2.04,6,1,Loyal
4534,7,74.64,303,262.94,0.25,1,1,Lost
3191,13,146.38,94,827.14,1.48,4,2,At Risk
4442,6,44.62,268,74.66,0.29,1,1,Lost
707,33,553.43,4,10935.61,4.98,9,0,Champions
4691,2,68.9,276,498.23,0.29,2,0,Lost
3071,12,83.35,100,576.25,1.28,4,1,At Risk
746,46,467.89,20,8978.37,4.38,9,1,Champions
3595,13,125.97,183,1861.21,1.15,2,2,At Risk
1940,31,209.73,63,3716.59,1.68,3,0,Loyal
4401,6,79.02,225,157.73,0.43,2,1,Lost
2863,8,65.0,125,752.78,0.58,4,2,At Risk
3997,3,49.03,296,183.84,0.42,2,0,Lost
514,42,562.41,2,12486.45,3.56,7,0,Champions
82,32,541.86,11,11863.27,4.97,6,0,Champions
4977,6,68.66,286,189.69,0.12,2,1,Lost
1309,23,149.98,52,1772.44,2.13,5,2,Loyal
4615,2,26.88,289,487.46,0.24,1,0,Lost
915,53,485.35,24,11248.74,3.46,8,0,Champions
3453,16,80.0,120,708.11,0.7,4,2,At Risk
3696,12,114.59,124,1745.49,1.13,4,1,At Risk
4805,5,37.7,215,112.63,0.4,1,1,Lost
3157,7,68.92,194,1761.84,1.13,2,3,At Risk
2199,30,101.6,74,2684.0,2.95,5,2,Loyal
4233,5,60.39,237,61.04,0.26,1,1,Lost
775,41,568.44,5,10816.22,3.77,8,1,Champions
330,38,346.57,29,5309.56,3.7,7,0,Champions
2055,26,298.55,66,4537.88,1.54,3,1,Loyal
2002,15,120.91,83,1574.17,3.27,3,0,Loyal
944,43,545.35,16,12509.4,3.24,6,1,Champions
823,48,477.71,28,5014.74,3.82,6,0,Champions
4528,7,36.32,212,55.35,0.27,2,0,Lost
910,39,507.79,7,7900.46,4.59,9,0,Champions
2517,14,135.29,167,834.67,0.53,2,2,At Risk
182,43,337.29,3,6042.25,3.76,6,0,Champions
165,34,315.55,5,13292.87,3.35,8,0,Champions
1524,27,207.08,67,2616.76,1.63,4,1,Loyal
452,58,373.92,2,11585.41,3.63,7,1,Champions
2539,5,77.67,167,822.27,0.74,3,3,At Risk
4138,7,76.08,346,568.51,0.14,2,1,Lost
4776,7,68.01,235,451.78,0.24,2,1,Lost
1312,33,239.02,82,3848.48,3.02,6,1,Loyal
3150,11,93.87,152,503.01,1.42,4,3,At Risk
1112,19,245.45,30,3296.83,2.12,5,1,Loyal
4548,1,46.76,208,327.81,0.15,2,0,Lost
4086,7,59.97,256,150.79,0.33,2,1,Lost
3490,14,129.46,139,1655.79,1.13,2,2,At Risk
1288,15,231.2,20,4388.18,1.83,4,0,Loyal
4178,6,31.2,288,50.94,0.23,1,0,Lost
4646,3,42.84,356,231.69,0.19,2,1,Lost
3681,8,75.05,160,1590.4,1.3,2,2,At Risk
4512,7,42.04,338,119.11,0.49,1,1,Lost
4169,4,64.42,316,182.17,0.22,2,1,Lost
3301,11,139.78,133,742.69,0.59,2,3,At Risk
3311,6,118.44,176,676.71,1.3,4,1,At Risk
4557,2,72.72,281,525.13,0.16,1,1,Lost
3126,11,102.65,148,579.01,0.68,4,3,At Risk
328,36,420.23,11,8842.07,3.94,6,0,Champions
1791,19,102.68,56,4921.86,1.79,4,0,Loyal
2491,24,194.0,53,4413.85,2.67,4,0,Loyal
2007,16,285.53,52,3397.48,1.84,3,2,Loyal
2008,31,289.97,63,3913.73,1.73,3,1,Loyal
1859,23,247.25,45,3527.83,2.65,6,0,Loyal
4686,6,23.77,261,147.75,0.17,2,1,Lost
313,57,478.62,28,5717.12,3.28,7,0,Champions
833,42,371.26,12,12126.21,4.2,6,0,Champions
3080,15,108.19,161,937.86,0.76,3,1,At Risk
4718,3,59.53,319,393.51,0.12,2,0,Lost
3463,11,80.68,110,1860.22,0.59,4,1,At Risk
1202,30,171.96,22,3714.44,2.95,4,2,Loyal
4392,6,47.58,208,133.84,0.18,2,0,Lost
3548,6,106.54,149,527.1,1.23,2,2,At Risk
4923,5,67.84,317,354.28,0.24,1,0,Lost
2135,27,237.58,37,1771.71,3.29,5,1,Loyal
3452,16,91.58,131,590.97,0.54,3,3,At Risk
2210,34,286.67,60,4284.12,1.78,5,1,Loyal
1902,17,126.95,38,4966.31,2.54,6,0,Loyal
1482,22,220.37,71,3289.54,1.82,6,0,Loyal
778,56,435.7,29,10166.98,4.24,6,1,Champions
800,44,359.86,29,13108.79,4.89,9,1,Champions
3715,13,95.16,185,1500.38,1.44,3,2,At Risk
3943,7,42.46,214,293.51,0.45,2,1,Lost
55,32,492.26,7,8143.5,4.61,9,1,Champions
2973,12,65.16,195,1820.8,0.72,4,3,At Risk
3336,13,143.5,144,1173.78,1.21,4,1,At Risk
1921,29,227.19,41,3775.88,2.56,5,1,Loyal
3716,10,93.5,131,1025.63,0.95,3,3,At Risk
4647,2,47.04,361,517.49,0.4,2,1,Lost
947,35,301.73,7,7763.19,5.97,9,0,Champions
1702,23,244.22,22,2218.45,2.66,4,1,Loyal
3294,8,51.34,192,564.2,1.07,2,2,At Risk
2162,19,190.14,38,3647.06,3.07,5,2,Loyal
1137,19,254.99,30,4179.62,1.63,3,0,Loyal
988,46,445.76,3,14467.34,4.29,6,1,Champions
2550,8,119.92,185,820.75,1.39,3,3,At Risk
194,46,349.28,12,9724.93,5.56,9,0,Champions
3058,16,121.01,176,751.75,0.97,4,1,At Risk
3247,18,133.47,145,1476.73,1.26,4,2,At Risk
1395,26,214.27,69,3814.32,1.6,3,0,Loyal
2638,7,107.98,126,812.42,1.07,2,1,At Risk
769,55,561.29,28,5389.3,4.65,8,0,Champions
4703,1,54.57,362,101.21,0.13,2,0,Lost
3091,12,57.91,106,652.76,0.81,3,1,At Risk
3496,19,61.07,127,1789.34,1.07,2,3,At Risk
3216,14,115.38,171,664.95,0.64,2,3,At Risk
286,30,400.05,14,11729.67,5.44,9,0,Champions
4939,6,76.4,359,592.25,0.21,2,1,Lost
429,51,406.7,10,9768.43,4.16,8,0,Champions
4449,3,77.83,361,432.07,0.38,2,0,Lost
2333,21,268.12,81,1730.75,2.86,6,1,Loyal
2718,16,79.03,133,1044.99,1.09,3,3,At Risk
2080,25,146.84,71,4436.67,3.27,4,2,Loyal
3390,11,145.36,195,1905.06,1.27,2,2,At Risk
723,38,474.59,28,11406.15,4.37,9,1,Champions
952,54,416.57,8,6793.65,5.6,9,1,Champions
4384,4,44.81,255,260.43,0.23,2,0,Lost
4367,5,71.68,252,312.55,0.47,1,0,Lost
2263,27,183.58,24,4997.78,3.13,3,0,Loyal
990,34,385.46,12,6548.29,5.31,8,1,Champions
3213,5,97.88,131,1572.55,0.5,4,1,At Risk
1760,32,153.2,53,4217.41,2.24,6,2,Loyal
4580,1,20.81,232,251.3,0.43,2,0,Lost
327,49,432.23,2,14640.17,4.7,8,0,Champions
2609,19,88.3,107,1719.6,0.82,4,3,At Risk
1384,23,259.19,29,2584.93,3.23,3,2,Loyal
1725,15,177.44,35,4118.97,2.39,3,0,Loyal
1087,25,226.42,56,4150.91,1.56,5,2,Loyal
2524,11,117.72,157,1459.55,1.05,3,3,At Risk
342,52,308.13,19,11029.43,4.74,6,0,Champions
3702,19,129.86,144,786.05,0.98,4,2,At Risk
148,34,578.81,22,13923.02,3.66,8,1,Champions
689,31,491.56,5,6657.5,4.7,8,1,Champions
3433,13,148.97,114,1278.87,0.97,3,1,At Risk
1108,26,153.22,23,3756.35,3.11,4,1,Loyal
849,32,397.56,13,10837.73,3.48,7,0,Champions
967,44,402.37,22,14685.37,3.05,7,1,Champions
4728,4,45.66,330,103.39,0.3,1,0,Lost
1493,29,109.97,85,4546.39,3.3,6,2,Loyal
3954,2,79.19,226,139.27,0.15,2,1,Lost
2204,31,243.29,69,2140.23,2.44,5,0,Loyal
2714,13,144.03,183,1100.47,1.12,4,2,At Risk
662,46,524.9,17,8881.66,5.69,6,1,Champions
1003,34,112.49,63,1606.03,2.96,5,0,Loyal
63,33,312.26,23,6737.62,3.75,9,0,Champions
285,30,301.39,22,9299.31,4.99,7,1,Champions
2225,17,145.05,44,4821.42,3.09,3,1,Loyal
4707,6,36.95,286,306.61,0.23,1,1,Lost
1880,27,247.41,28,3749.61,3.23,6,1,Loyal
3573,16,60.96,149,1785.86,0.77,4,1,At Risk
4858,5,37.38,295,252.07,0.23,1,0,Lost
1204,18,294.09,26,1779.5,3.48,4,0,Loyal
1991,29,125.23,53,3093.77,2.26,4,0,Loyal
25,41,363.89,13,13939.9,3.27,6,1,Champions
4853,6,26.99,323,159.8,0.14,1,1,Lost
4103,1,58.81,250,281.6,0.21,1,1,Lost
4168,6,79.54,292,195.08,0.19,2,1,Lost
763,38,511.94,15,7403.99,3.35,9,1,Champions
876,55,380.92,16,13565.37,3.03,7,1,Champions
4743,1,41.74,265,383.87,0.14,2,0,Lost
939,42,500.28,25,11417.34,3.47,6,0,Champions
2688,10,76.51,149,1234.03,1.43,4,3,At Risk
3601,11,140.37,144,1817.31,0.61,2,3,At Risk
2395,24,202.52,42,3324.02,1.88,3,0,Loyal
4568,3,79.83,356,399.86,0.49,2,0,Lost
4981,2,66.45,357,113.48,0.24,1,1,Lost
4125,7,24.2,275,571.21,0.16,1,1,Lost
4565,3,38.97,360,472.19,0.32,2,1,Lost
386,32,568.37,10,10333.87,5.51,9,1,Champions
3878,4,31.11,350,220.65,0.31,1,1,Lost
4371,4,45.39,250,396.14,0.14,2,1,Lost
4570,3,63.79,324,169.8,0.46,1,1,Lost
537,55,305.36,21,14640.78,3.79,8,0,Champions
2292,31,224.46,20,3113.4,1.82,6,2,Loyal
4666,6,64.53,203,326.04,0.34,2,0,Lost
3875,5,72.25,275,449.13,0.13,1,1,Lost
937,50,421.24,22,8739.21,5.47,7,0,Champions
3738,15,79.77,111,1236.97,1.48,4,2,At Risk
4729,1,53.97,223,116.31,0.19,2,1,Lost
2361,17,294.87,45,1650.95,2.01,4,1,Loyal
3508,6,62.95,171,687.01,0.67,2,3,At Risk
202,42,431.74,8,11107.8,3.2,9,1,Champions
3209,19,71.85,117,620.34,1.31,3,2,At Risk
1333,27,111.42,79,4826.87,2.59,3,2,Loyal
3017,8,138.28,120,1428.67,1.24,3,1,At Risk
3503,19,111.02,104,1520.63,1.43,2,2,At Risk
2709,13,68.67,198,1968.12,1.17,3,2,At Risk
4022,7,57.16,301,311.35,0.33,2,1,Lost
1855,15,101.02,62,1542.22,2.93,4,1,Loyal
4470,4,73.48,342,493.13,0.28,2,1,Lost
2873,17,126.87,154,1436.95,0.94,3,2,At Risk
3031,12,109.7,168,1467.66,0.8,2,1,At Risk
1206,31,153.7,60,3225.6,2.98,3,1,Loyal
1646,29,231.24,63,4572.32,3.18,4,1,Loyal
3418,12,126.59,150,996.76,1.23,3,2,At Risk
3477,13,73.33,193,1373.8,1.04,2,3,At Risk
2862,9,107.14,144,853.93,1.23,2,2,At Risk
1793,25,294.59,45,4194.77,2.14,4,0,Loyal
3798,2,42.0,204,249.58,0.3,2,0,Lost
3369,5,52.18,170,881.52,1.27,3,1,At Risk
3368,10,136.64,171,1979.11,1.47,4,3,At Risk
3534,18,130.55,149,1773.03,0.77,3,3,At Risk
3450,11,103.48,95,1110.4,0.69,3,1,At Risk
604,36,547.4,19,5099.24,5.33,7,0,Champions
3057,13,149.95,166,1991.45,0.64,2,3,At Risk
4532,4,53.22,200,238.06,0.16,2,1,Lost
127,38,371.17,7,8047.51,3.35,8,0,Champions
3877,2,67.5,331,130.14,0.22,1,1,Lost
2936,7,59.99,121,1386.54,1.22,4,1,At Risk
3532,18,92.81,111,1723.54,1.4,4,2,At Risk
2731,10,102.21,198,930.9,0.83,4,3,At Risk
828,51,519.93,24,12418.96,5.19,7,0,Champions
1640,28,262.44,37,1555.08,2.45,3,2,Loyal
985,52,580.33,2,7710.96,4.81,7,0,Champions
3282,16,68.68,149,1351.88,1.28,2,1,At Risk
4972,3,71.35,280,95.0,0.19,2,0,Lost
2189,19,239.63,75,4192.89,3.09,6,2,Loyal
4613,3,58.09,220,423.87,0.36,1,0,Lost
2444,28,213.41,21,4756.67,2.91,4,2,Loyal
363,52,325.65,18,14664.17,5.02,7,0,Champions
2350,19,215.38,27,2283.67,3.33,6,2,Loyal
346,36,305.91,28,14611.35,5.12,6,0,Champions
815,47,473.6,1,9165.66,3.75,6,1,Champions
3206,7,82.58,140,1764.41,0.96,4,2,At Risk
4161,1,65.49,336,303.04,0.42,1,1,Lost
4796,4,32.92,324,425.97,0.31,1,0,Lost
3326,7,119.2,115,557.99,0.57,3,2,At Risk
4107,1,48.58,210,81.92,0.41,2,1,Lost
2117,17,125.72,26,3996.27,2.96,3,0,Loyal
1835,19,257.54,87,4129.02,3.26,4,1,Loyal
794,32,466.61,10,7070.76,5.87,8,1,Champions
4947,5,41.99,248,107.9,0.12,1,1,Lost
2675,14,90.52,188,1992.57,1.1,4,3,At Risk
95,51,568.56,3,8039.46,3.75,7,0,Champions
3757,5,32.78,344,311.31,0.45,1,1,Lost
2892,5,75.91,146,1431.06,0.69,3,3,At Risk
2372,26,278.09,81,4388.56,2.79,5,0,Loyal
4150,3,33.41,306,515.65,0.12,1,1,Lost
4433,3,42.3,326,166.33,0.11,1,0,Lost
3229,6,73.31,112,1337.29,0.77,2,2,At Risk
2854,14,62.44,178,1430.7,0.64,3,1,At Risk
2913,12,124.67,114,978.28,0.85,3,3,At Risk
1866,18,225.22,53,4857.83,1.95,4,0,Loyal
1858,32,296.82,47,2476.8,2.0,5,2,Loyal
2646,16,104.14,118,1702.18,0.72,4,3,At Risk
2244,32,286.22,53,1753.48,3.27,3,2,Loyal
2337,33,110.12,45,4017.24,1.75,5,0,Loyal
951,44,508.64,15,10187.01,4.73,7,1,Champions
3069,15,110.05,100,1908.81,0.51,4,2,At Risk
1121,28,209.76,64,4283.26,2.52,3,1,Loyal
2598,6,84.54,184,1623.09,0.54,4,2,At Risk
2205,15,149.92,67,1959.25,1.57,5,1,Loyal
420,51,455.68,8,13469.69,5.54,8,0,Champions
923,37,497.67,7,7876.33,4.18,9,1,Champions
1255,23,285.06,22,4944.68,2.46,5,0,Loyal
478,55,511.67,19,7323.84,4.72,7,1,Champions
2036,34,294.53,80,4866.92,2.17,4,1,Loyal
1203,26,181.16,62,4520.08,3.5,4,0,Loyal
2627,17,63.43,117,852.29,0.6,4,2,At Risk
4819,2,55.61,262,580.14,0.4,1,1,Lost
1971,33,188.04,26,2576.01,1.75,4,2,Loyal
3111,11,104.29,98,1439.32,0.93,4,2,At Risk
4019,5,78.52,325,549.13,0.42,2,0,Lost
2152,33,136.68,56,4301.8,2.36,4,0,Loyal
3688,14,141.68,105,951.57,1.36,3,3,At Risk
1998,32,252.72,86,2916.12,2.89,4,1,Loyal
4034,3,44.54,358,531.42,0.13,1,1,Lost
3055,16,91.83,94,1626.25,1.08,2,3,At Risk
1249,22,171.89,85,1995.43,1.66,4,2,Loyal
2193,32,104.01,75,1701.5,2.91,5,0,Loyal
2713,14,130.93,123,1945.52,1.18,4,2,At Risk
993,50,461.75,20,13829.94,3.7,7,1,Champions
2191,23,167.23,87,4095.31,2.75,6,0,Loyal
3763,1,41.59,228,585.57,0.49,1,1,Lost
3598,5,143.0,95,766.7,1.19,2,3,At Risk
1319,31,280.38,36,3014.1,2.64,4,0,Loyal
1864,24,109.28,74,3656.95,3.07,6,2,Loyal
2344,18,169.46,41,3944.68,1.95,5,1,Loyal
2450,33,261.3,30,4765.98,3.17,6,1,Loyal
2137,20,159.77,49,1512.52,2.55,3,2,Loyal
1066,19,273.64,36,4291.31,3.21,3,2,Loyal
4961,2,64.25,322,408.26,0.2,1,1,Lost
2622,11,90.87,93,1594.02,1.21,3,3,At Risk
78,41,562.07,15,11341.42,5.78,7,1,Champions
2899,10,126.9,165,964.51,0.67,2,3,At Risk
1315,24,178.07,29,4135.44,2.3,5,1,Loyal
4373,2,41.03,313,50.6,0.46,2,1,Lost
873,35,560.48,20,8453.42,4.18,8,1,Champions
3851,6,76.78,325,181.29,0.38,1,0,Lost
4788,6,27.13,224,348.5,0.25,1,1,Lost
2966,5,97.18,121,954.09,1.01,2,3,At Risk
3392,11,110.6,191,1985.23,1.39,2,1,At Risk
2561,12,104.63,97,1472.13,0.96,4,2,At Risk
4897,5,20.98,352,78.8,0.11,2,0,Lost
2636,9,141.55,95,1213.1,1.31,3,3,At Risk
3531,15,93.53,131,1044.41,1.06,4,1,At Risk
376,53,487.24,22,11206.6,3.54,8,1,Champions
1909,28,150.95,65,3524.01,2.64,6,0,Loyal
4333,1,27.59,263,385.6,0.38,1,1,Lost
4380,2,79.93,210,418.56,0.41,2,1,Lost
4028,6,61.45,340,410.59,0.37,2,1,Lost
1605,18,100.98,25,3884.6,1.99,3,1,Loyal
1119,27,283.75,46,3135.75,3.29,3,1,Loyal
3678,12,113.2,198,578.53,1.31,4,3,At Risk
3491,12,125.13,100,561.51,1.23,4,1,At Risk
4865,3,76.88,223,278.92,0.35,2,1,Lost
2959,6,94.54,119,663.19,0.56,4,2,At Risk
1995,15,114.35,31,3315.83,1.93,5,1,Loyal
